Genome Name / Sample Name	JGI Project ID / ITS PID	DB	IMG_Name	IMG_Downloaded
Aquimarina sp. Mar_2010_214	1070407	Aquspr_2010_214_FD	Aquspr_2010_214_FD.2630968263.tar.gz	YES
Pseudomonas sp. LAMO17WK12:I11	1007089	PsespLAMO17WI11_FD	PsespLAMO17WI11_FD.2521172641.tar.gz	YES
Ruminobacter amylophilus DSM 1361	1034214	RumamyDSM1361_FD	RumamyDSM1361_FD.2595698241.tar.gz	YES
Arthrobacter sp. UNC362MFTsu5.1	1020617	ArtspUNC362MFT1_FD	ArtspUNC362MFT1_FD.2563366511.tar.gz	YES
Petrotoga mobilis SJ95	16243	petmo	NA	NO
Salinispora arenicola CNP193	1007273	SalareCNP193_FD	SalareCNP193_FD.2518285552.tar.gz	YES
Paraburkholderia megapolitana LMG 23650	1071351	BuraspLMG27731_FD	BuraspLMG27731_FD.2671180118.tar.gz	YES
Rhodomicrobium vannielii ATCC 17100	202774	rhova	NA	NO
Microbacterium humi DSM 21799	1068259	MichumDSM21799_FD	MichumDSM21799_FD.2630968996.tar.gz	YES
Bordetella sp. FB-8, DSM 24873	1005149	BordetellaspFB8_FD	BordetellaspFB8_FD.2522125081.tar.gz	YES
Chryseobacterium polytrichastri DSM 26899	1107870	ChrpolDSM26899_FD	ChrpolDSM26899_FD.2700988715.tar.gz	YES
Haloglycomyces albus DSM 45210	404291	HalalbDSM45210_FD	HalalbDSM45210_FD.2516653079.tar.gz	YES
Nitrosomonas sp. Nm34	1098116	NitspNm34_FD	NitspNm34_FD.2675903040.tar.gz	YES
Mesorhizobium sp. WSM3224	404576	MesspWSM3224_FD	MesspWSM3224_FD.2513237090.tar.gz	YES
Belliella pelovolcani DSM 46698	1097044	BelpelDSM46698_FD	BelpelDSM46698_FD.2681813558.tar.gz	YES
Ruminiclostridium thermocellum DSM 2360	52197	clotl	NA	NO
Moraxella cuniculi DSM 21768	1011112	MorcunDSM21768_FD	MorcunDSM21768_FD.2681812931.tar.gz	YES
Shewanella sediminis HAW-EB3	16375	shese	NA	NO
Actinomyces suimastitidis DSM 15538	1010674	ActsuiDSM15538_FD	ActsuiDSM15538_FD.2523231055.tar.gz	YES
Shewanella baltica OS223	16366	sheb3	NA	NO
Burkholderia lycopersici TNe-862	1104877	BurlycTNe862_FD	BurlycTNe862_FD.2675903029.tar.gz	YES
Anaeromyxobacter dehalogenans 2CP-1	16543	anad1	NA	NO
Acinetobacter apis ANC 5114	1102514	AciapiANC5114_FD	AciapiANC5114_FD.2690315601.tar.gz	YES
Gramella sp. MAR_2010_147	1070411	GraspR_2010_147_FD	GraspR_2010_147_FD.2634166336.tar.gz	YES
Desulfomicrobium apsheronum DSM 5918	1059113	DesapsDSM5918_FD	DesapsDSM5918_FD.2622736590.tar.gz	YES
Agrobacterium rhizogenes OK036	1035726	RhirhiOK036_FD	RhirhiOK036_FD.2582581316.tar.gz	YES
Salinarimonas rosea DSM 21201	1011992	SalrosDSM21201_FD	SalrosDSM21201_FD.2522572188.tar.gz	YES
Azotobacter vinelandii DJ, ATCC BAA-1303	16555	Azodii_FD	NA	NO
Bradyrhizobium japonicum USDA 6	404539	BrajapUSDA6_FD	BrajapUSDA6_FD.2513237097.tar.gz	YES
Pseudomonas fluorescens Pf0-1	16295	psefl	psefl.2606217273.tar.gz	YES
Variovorax paradoxus 4MFCol3.1	1000535	Varpar4MFCol31_FD	Varpar4MFCol31_FD.2517572245.tar.gz	YES
Methylophaga sulfidovorans DSM 11578	1059078	MetsulDSM11578_FD	MetsulDSM11578_FD.2622736507.tar.gz	YES
Acidobacteriaceae sp. KBS 146	1008709	AcispKBS146_FD	AcispKBS146_FD.3368049-2556793019.tar.gz	YES
Cupriavidus gilardii J11	403796	CupgilJ11_FD	CupgilJ11_FD.2505679050.tar.gz	YES
Paenibacillaceae sp. GAS479	1111480	PaespGAS479_FD	PaespGAS479_FD.2693429825.tar.gz	YES
Celeribacter marinus DSM 100036	1108166	CelmarDSM100036_FD	CelmarDSM100036_FD.2693429905.tar.gz	YES
Streptomyces sp. 2133.1	1107017	Strsp21331_FD	Strsp21331_FD.2687453697.tar.gz	YES
Bacillus sp. 5MFCol3.1	1065141	Bacsp5MFCol31_FD	Bacsp5MFCol31_FD.2636416171.tar.gz	YES
Pseudomonas umsongensis BS3657	1066945	PseumsBS3657_FD	PseumsBS3657_FD.2639762618.tar.gz	YES
Geodermatophilus ruber DSM 45317	1059055	GeorubDSM45317_FD	GeorubDSM45317_FD.2622736605.tar.gz	YES
Bradyrhizobium sp. USDA 3384	404565	BraspUSDA3384_FD	BraspUSDA3384_FD.2513237136.tar.gz	YES
Ruminococcus sp. NK3A76	1020227	RumspNK3A76_FD	RumspNK3A76_FD.2563366504.tar.gz	YES
Pedobacter luteus DSM 22385	1049029	PedlutDSM22385_FD	PedlutDSM22385_FD.2595698248.tar.gz	YES
Sphingobacterium nematocida DSM 24091	1049083	SphnemDSM24091_FD	SphnemDSM24091_FD.2595698210.tar.gz	YES
Streptomyces sp. ScaeMP-e83	401124	Strspe83_FD	Strspe83_FD.2657245710.tar.gz	YES
Bacteroides helcogenes P 36-108, DSM 20613	401026	BachelP36108_FD	NA	NO
Shimia haliotis DSM 28453	1059060	ShihalDSM28453_FD	ShihalDSM28453_FD.2619619046.tar.gz	YES
Bacillus endophyticus DSM 13796	1011148	BacendDSM13796_FD	BacendDSM13796_FD.2599185264.tar.gz	YES
Clostridium beijerinckii NCIMB 8052	16679	clobe	NA	NO
Cyanobacterium stanieri PCC 7202	400881	CyastaPCC7202_FD	CyastaPCC7202_FD.2503283023.tar.gz	YES
Actinomyces georgiae DSM 6843	1012136	ActgeoDSM6843_FD	ActgeoDSM6843_FD.2523231019.tar.gz	YES
Loktanella salsilacus DSM 16199	1059062	LoksalDSM16199_FD	LoksalDSM16199_FD.2622736595.tar.gz	YES
Streptococcus equinus JB1	1034352	StrbovJB1_FD	StrbovJB1_FD.2593339156.tar.gz	YES
Pseudomonas sp. LAMO17WK12:I3	1007065	PsespLAMO17WKI3_FD	PsespLAMO17WKI3_FD.2521172668.tar.gz	YES
Thioalkalivibrio sp. ALE30	1000469	ThispALE30_FD	ThispALE30_FD.2517572116.tar.gz	YES
Salinispora arenicola CNH646	407368	SalareCNH646_2_FD	SalareCNH646_2_FD.2515154181.tar.gz	YES
Leptospira interrogans ATCC 43642	1095794	LepintATCC43642_FD	LepintATCC43642_FD.2681812812.tar.gz	YES
Geobacillus subterraneus PSS2	1024500	GeosubPSS2_FD	GeosubPSS2_FD.2574179749.tar.gz	YES
Bacteroides stercorirosoris DSM 26884	1107867	BacsteDSM26884_FD	BacsteDSM26884_FD.2700988705.tar.gz	YES
Gracilibacillus orientalis CGMCC 1.4250	1058130	GraoriCGMCC14250_FD	GraoriCGMCC14250_FD.2617270768.tar.gz	YES
Rhizobium leguminosarum OV152	1035699	RhilegOV152_FD	RhilegOV152_FD.2585427526.tar.gz	YES
Candidatus Frackibacter WG13	1066531	FucalkWG13_FD	FucalkWG13_FD.2642422548.tar.gz	YES
Rugamonas rubra ATCC 43154	1047245	RugrubATCC43154_FD	RugrubATCC43154_FD.2597490347.tar.gz	YES
Frankia sp. DC12	401883	FrankiaspDC12_FD	FrankiaspDC12_FD.2517572101.tar.gz	YES
Amycolatopsis tolypomycina DSM 44544	1068297	AmytolDSM44544_FD	AmytolDSM44544_FD.2634166899.tar.gz	YES
Pseudomonas bauzanensis CGMCC 1.9095	1058187	PsebauCGMCC19095_FD	PsebauCGMCC19095_FD.2619618872.tar.gz	YES
Oceanospirillum multiglobuliferum ATCC 33336	1036008	OcemulATCC33336_FD	OcemulATCC33336_FD.2582581321.tar.gz	YES
Acholeplasma morum 72-043	1047203	AchmorATCC33211_FD	AchmorATCC33211_FD.2596583628.tar.gz	YES
Janthinobacterium sp. TND4EL3	1115938	JanspTND4EL3_FD	JanspTND4EL3_FD.2708742400.tar.gz	YES
Zooshikella ganghwensis DSM 15267	1000544	ZooganDSM15267_FD	ZooganDSM15267_FD.2524614643.tar.gz	YES
Geodermatophilus nigrescens DSM 45408	1108080	GeonigDSM45408_FD	GeonigDSM45408_FD.2695420953.tar.gz	YES
Desulfovibrio africanus Walvis Bay (October 2010 draft)	400493	DesafrsWalvisBay_FD	DesafrsWalvisBay_FD.2503754016.tar.gz	YES
Leeia oryzae DSM 17879	1007487	LeeoryDSM17879_FD	LeeoryDSM17879_FD.2519899688.tar.gz	YES
Methylobacterium extorquens PA1	16144	metex	NA	NO
Mycoplasma orale ATCC 23714	1008132	MycoraAY796060_FD	MycoraAY796060_FD.2523533589.tar.gz	YES
Synechococcus sp. CC9616	403115	SynspCC9616_FD	SynspCC9616_FD.2517093019.tar.gz	YES
Belliella baltica DSM 15883	401030	BelbalDSM15883_FD	BelbalDSM15883_FD.2509276058.tar.gz	YES
Blastococcus sp. URHD0036	1024181	BlaspURHD0036_FD	BlaspURHD0036_FD.2561511235.tar.gz	YES
Spirochaeta americana ASpG1	1042828	SpiameASpG1_FD	SpiameASpG1_FD.2706795025.tar.gz	YES
Bacillus coagulans 36D1, ATCC PTA-5827 (Bacillus coagulans 36D1 UF finished)	16929	null	NA	NO
Pleomorphomonas diazotrophica R5-392	1071363	PlediaR5392_FD	PlediaR5392_FD.2651870105.tar.gz	YES
Prevotella sp. P6B4	1026068	PrespP6B4_FD	PrespP6B4_FD.3407218-2558860126.tar.gz	YES
Bacillus sp. 37MA	404078	Bacillussp37MA_FD	Bacillussp37MA_FD.2516493005.tar.gz	YES
Salinispora pacifica CNT029	407375	SalpacCNT029_2_FD	SalpacCNT029_2_FD.2515154177.tar.gz	YES
Pseudomonas sp. URHB0015	1018422	PsespURHB0015_FD	PsespURHB0015_FD.2556921040.tar.gz	YES
Enterobacter sp. 638	16724	ent_6	NA	NO
Meiothermus silvanus VI-R2, DSM 9946	97912	meisi	NA	NO
Salinispora tropica CNS197	407419	SaltroCNS197_2_FD	SaltroCNS197_2_FD.2515154163.tar.gz	YES
Burkholderia sp. UYPR1.413	404559	BurspUYPR1413_FD	BurspUYPR1413_FD.2513237166.tar.gz	YES
Marinomonas fungiae JCM 18476	1052800	MarfunJCM18476_FD	MarfunJCM18476_FD.2617270736.tar.gz	YES
Streptomyces sp. CNY228	1007381	StrspCNY228_FD	StrspCNY228_FD.2517572184.tar.gz	YES
Thermoflexus hugenholtzii JAD2 (Draft Genome)	1015914	bacteriumJAD2_FD	bacteriumJAD2_FD.2140918011.tar.gz	YES
Pseudomonas sp. RV120224-01b	1023611	PsespRV1202201b_FD	PsespRV1202201b_FD.2545824563.tar.gz	YES
Pseudomonas kilonensis BS3780	1066924	PsekilBS3780_FD	PsekilBS3780_FD.2639762655.tar.gz	YES
Propionispira raffinosivorans DSM 20765	1005134	ZymrafDSM20765_FD	ZymrafDSM20765_FD.2518645621.tar.gz	YES
Leptolyngbya sp. JSC-1	52184	LepspJSC1_FD	LepspJSC1_FD.2022827000.tar.gz	YES
Salisediminibacterium halotolerans CGMCC 1.7654	1085145	SalhalCGMCC17654_FD	SalhalCGMCC17654_FD.2684623023.tar.gz	YES
Clostridium lundense DSM 17049	1026113	ClolunDSM17049_FD	ClolunDSM17049_FD.3407224-2558860132.tar.gz	YES
Streptomyces sp. OK210	1057576	StrspOK210_FD	StrspOK210_FD.2615840540.tar.gz	YES
Thioalkalivibrio versutus AL2	402577	ThiverAL2_FD	ThiverAL2_FD.2517487020.tar.gz	YES
Lysobacter oryzae DSM 21044	1030878	LysoryDSM21044_FD	LysoryDSM21044_FD.2571042365.tar.gz	YES
Muricauda sp. MAR_2010_75	1042167	MurspAR_2010_75_FD	MurspAR_2010_75_FD.2582581240.tar.gz	YES
Mycobacterium sp. UNCCL9	1026426	MycspUNCCL9_FD	MycspUNCCL9_FD.2576861824.tar.gz	YES
Streptomyces harbinensis CGMCC 4.7047	1085124	StrHarCGMCC47047_FD	StrHarCGMCC47047_FD.2675903139.tar.gz	YES
Selenihalanaerobacter shriftii ATCC BAA-73	1035909	SelshrATCCBAA73_FD	SelshrATCCBAA73_FD.2582581323.tar.gz	YES
Hyphomicrobium facile facile DSM 1565	1068534	HypfacfacDSM1565_FD	HypfacfacDSM1565_FD.2636416034.tar.gz	YES
Psychrobacter sp. PRwf-1	16302	psy_p	NA	NO
Hydrogenobaculum-Hydro-r01 (from OSP_14)	0	pinbe	NA	NO
Salinispora pacifica DSM 45546	403405	SalpacDSM45546_FD	SalpacDSM45546_FD.2516653042.tar.gz	YES
Desulfovibrio gigas DSM 1382, ATCC 19364	1010884	DesgigDSM1382_FD	DesgigDSM1382_FD.2523231027.tar.gz	YES
Clostridium sphenoides ATCC 19403	1012256	ClosphATCC19403_FD	ClosphATCC19403_FD.2675902961.tar.gz	YES
Pseudomonas sp. RV120224-01c	1023614	PsespRV1202201c_FD	PsespRV1202201c_FD.2545824562.tar.gz	YES
Cellulosimicrobium cellulans J1	1020209	CelcelJ1_FD	CelcelJ1_FD.2505679048.tar.gz	YES
Chryseobacterium formosense DSM 17452	1086250	ChrforDSM17452_FD	ChrforDSM17452_FD.2684622901.tar.gz	YES
Butyrivibrio proteoclasticus FD2007	1020332	ButproFD2007_FD	ButproFD2007_FD.3407231-2558860139.tar.gz	YES
Pseudoxanthomonas taiwanensis DSM 22914	1030788	PsetaiDSM22914_FD	PsetaiDSM22914_FD.2574179701.tar.gz	YES
Salinispora pacifica CNR510	1025308	SalpacCNR510_FD	SalpacCNR510_FD.2571042008.tar.gz	YES
Algoriphagus locisalis DSM 23445	1068510	AlglocDSM23445_FD	AlglocDSM23445_FD.2639762564.tar.gz	YES
Streptococcus porci DSM 23759	1008502	StrporDSM23759_FD	StrporDSM23759_FD.2523533542.tar.gz	YES
Paenarthrobacter nicotinovorans 231Sha2.1M6	1008171	Artnic231Sha21M6_FD	Artnic231Sha21M6_FD.2523533508.tar.gz	YES
Pseudonocardia acaciae DSM 45401	1021512	PseacaDSM45401_FD	PseacaDSM45401_FD.3407204-2558860112.tar.gz	YES
Carnobacterium alterfunditum pf4, DSM 5972	1022054	Caraltpf4_FD	Caraltpf4_FD.2574179752.tar.gz	YES
Escherichia coli K12 DH1, ATCC 33849	400145	eshcd	NA	NO
Rhizobium leguminosarum bv. viciae UPM1137	404590	RhilegvicUPM1137_FD	RhilegvicUPM1137_FD.2513237085.tar.gz	YES
Enterobacter sp. NFIX06	1049751	EntspNFIX06_FD	EntspNFIX06_FD.2600255310.tar.gz	YES
Methylobacillus flagellatus KT	16143	metfl	metfl.2606217610.tar.gz	YES
Eubacterium pyruvativorans KHGC13	1082143	EubpyruKHGC13_FD	EubpyruKHGC13_FD.2657244902.tar.gz	YES
Entomoplasma freundtii ATCC 51999	1047197	EntfreATCC51999_FD	EntfreATCC51999_FD.2597490379.tar.gz	YES
Halomonas korlensis CGMCC 1.6981	1058157	HalkorCGMCC16981_FD	HalkorCGMCC16981_FD.2617270784.tar.gz	YES
Porphyromonadaceae bacterium KHP3R9	1082166	PorbacKHP3R9_FD	PorbacKHP3R9_FD.2654588142.tar.gz	YES
Pantoea sp. YR525	1094148	PantoeaspYR525_FD	PantoeaspYR525_FD.2690315619.tar.gz	YES
Thioalkalivibrio sp. ALRh	1008628	ThispstrainALRh_FD	ThispstrainALRh_FD.2521172674.tar.gz	YES
Wenxinia marina DSM 24838	405800	WenDSM24838_FD	WenDSM24838_FD.2515154190.tar.gz	YES
Shewanella baltica OS185	16364	sheb1	NA	NO
Enterobacter asburiae LF7a	400926	EntasbLF7a_FD	EntasbLF7a_FD.2636415640.tar.gz	YES
Prevotella micans DSM 21469	405760	PreDSM21469_FD	PreDSM21469_FD.2515154159.tar.gz	YES
Ruminococcaceae bacterium R-25	1060342	RumbacR25_FD	RumbacR25_FD.2623621023.tar.gz	YES
Burkholderia cepacia UCB 717, ATCC 25416	400290	BurcepATCC25416_FD	BurcepATCC25416_FD.2509276048.tar.gz	YES
Pseudomonas sp. LAIL14HWK12:I7	1007041	PsespLAIL14HWI7_FD	PsespLAIL14HWI7_FD.2523231084.tar.gz	YES
Geotoga petraea WG14	1066532	GeopetWG14_FD	GeopetWG14_FD.2639762660.tar.gz	YES
Saccharomonospora marina XMU15, DSM 45390	403394	SacmarXMU15_FD	SacmarXMU15_FD.2508501012.tar.gz	YES
Sulfurihydrogenibium r01 (MHS)	0	pinbe	NA	NO
Actinoplanes derwentensis DSM 43941	1068287	ActderDSM43941_FD	ActderDSM43941_FD.2634166338.tar.gz	YES
Lachnospiraceae bacterium NK4A136	1012671	LacbacNK4A136_FD	LacbacNK4A136_FD.2524614706.tar.gz	YES
Coriobacteriaceae bacterium KH1P3	1050018	CorbacKH1P3_FD	CorbacKH1P3_FD.2608642217.tar.gz	YES
Thermonema rossianum DSM 10300	1015836	TherosDSM10300_FD	TherosDSM10300_FD.3129984-2523533595.tar.gz	YES
Enterobacter asburiae NFIX55	1049898	PsespNFIX55_FD	PsespNFIX55_FD.2681812866.tar.gz	YES
Acidobacteriaceae bacterium KBS 96, DSM 24297	1006470	AcispDSM24297_FD	AcispDSM24297_FD.2522125054.tar.gz	YES
Sanguibacter antarcticus DSM 18966	1068228	SanantDSM18966_FD	SanantDSM18966_FD.2627853609.tar.gz	YES
Seleniivibrio woodruffii S4	1040198	SelwooS4_FD	SelwooS4_FD.2602042075.tar.gz	YES
Phaeospirillum fulvum DSM 13234	1053031	PhafulDSMZ13234_FD	PhafulDSMZ13234_FD.2597490343.tar.gz	YES
Burkholderia sp. 9120	1022160	Bursp9120_FD	Bursp9120_FD.2582580720.tar.gz	YES
Lactobacillus casei A2-362	404732	LaccasA2362_FD	LaccasA2362_FD.2510065090.tar.gz	YES
Joostella marina DSM 19592	403682	JoomarDSM19592_FD	JoomarDSM19592_FD.2509276026.tar.gz	YES
Pseudomonas sp. 45MFCol3.1	1001102	Psesp45MFCol31_FD	Psesp45MFCol31_FD.2519899642.tar.gz	YES
Streptomyces zhaozhouensis CGMCC 4.7095	1128566	StrzhaCGMCC47095_FD	StrzhaCGMCC47095_FD.2718217652.tar.gz	YES
Flavobacterium soli DSM 19725	1012022	FlasolDSM19725_FD	FlasolDSM19725_FD.2522572162.tar.gz	YES
Methylobacter luteus IMV-B-3098	405025	MetlutIMVB3098_FD	MetlutIMVB3098_FD.2517287033.tar.gz	YES
Oceanicaulis sp. HL-87	1033793	OcespHL87_FD	OcespHL87_FD.2579779170.tar.gz	YES
Salinispora pacifica DSM 45548	403402	SalpacDSM45548_FD	SalpacDSM45548_FD.2517287023.tar.gz	YES
Paracoccus pantotrophus J40	403838	ParpanJ40_FD	ParpanJ40_FD.2508501113.tar.gz	YES
Oenococcus oeni PSU-1	16229	oenoe	NA	NO
Halomonas songnenensis CGMCC 1.12152	1128578	HalsonCGMC112152_FD	HalsonCGMC112152_FD.2718217680.tar.gz	YES
Nitrosomonas sp. 33 Nm33	1098111	Nitsp33Nm33_FD	Nitsp33Nm33_FD.2675903042.tar.gz	YES
Escherichia coli W	400887	esccw	esccw.2506520037.tar.gz	YES
Anaerosphaera aminiphila DSM 21120	1036722	AnaamiDSM21120_FD	AnaamiDSM21120_FD.2585428066.tar.gz	YES
Chryseobacterium culicis DSM 23031	1086263	ChrculDSM23031_FD	ChrculDSM23031_FD.2687453786.tar.gz	YES
Paenibacillus panacisoli DSM 21345	1013876	PaepanDSM21345_FD	PaepanDSM21345_FD.2524614514.tar.gz	YES
Thioalkalivibrio sp. ALSr1	1000514	ThispALSr1_FD	ThispALSr1_FD.2519899631.tar.gz	YES
Ruminococcus bromii YE282	1034292	RumbroYE282_FD	RumbroYE282_FD.2593339225.tar.gz	YES
Massilia sp. PDC64	1094126	MassiliaspPDC64_FD	MassiliaspPDC64_FD.2684623005.tar.gz	YES
Terribacillus halophilus DSM 21620	1086204	TerhalDSM21620_FD	TerhalDSM21620_FD.2675903149.tar.gz	YES
Roseomonas aerilata DSM 19363	1030842	RosaerDSM19363_FD	RosaerDSM19363_FD.2565956516.tar.gz	YES
Pedobacter soli DSM 18609	1059111	PedsolDSM18609_FD	PedsolDSM18609_FD.2622736512.tar.gz	YES
Caldicellulosiruptor bescii MACB_DSMZ 6725	1090903	CalbesMACB_DSMZ_FD	CalbesMACB_DSMZ_FD.2663762791.tar.gz	YES
Pelagicola litoralis DSM 18290	1030875	PellitDSM18290_FD	PellitDSM18290_FD.2574179735.tar.gz	YES
Mycobacterium chubuense NBB4	402572	MycchuNBB4_FD	MycchuNBB4_FD.2506783014.tar.gz	YES
Rhizobium leguminosarum bv. trifolii WSM2304	16322	rhilw	NA	NO
Nocardia sp. CNS044	1025314	NocspCNS044_FD	NocspCNS044_FD.2563366738.tar.gz	YES
Pseudomonas sp. URMO17WK12:I6	1007002	PsespURMO17WKI6_FD	PsespURMO17WKI6_FD.2518645597.tar.gz	YES
Sediminibacterium ginsengisoli DSM 22335	1055394	SedginDSM22335_FD	SedginDSM22335_FD.2634166300.tar.gz	YES
Acidimicrobium ferrooxidans ICP, DSM 10331	98016	acife	NA	NO
Yersinia pestis Pestoides A	97587	YerpesYPS_FD	NA	NO
Streptococcus equinus Sb05	1082199	StrequSb05_FD	StrequSb05_FD.2654588139.tar.gz	YES
Eubacterium xylanophilum ATCC 35991	1013310	EubxylATCC35991_FD	EubxylATCC35991_FD.2545555857.tar.gz	YES
Candidatus Clostridium sp. KNHs209	1022985	CanClospKNHs209_FD	CanClospKNHs209_FD.2574179786.tar.gz	YES
Oribacterium sp. P6A1	1026035	OrispP6A1_FD	OrispP6A1_FD.3408224-2561511133.tar.gz	YES
Pseudomonas sp. NFACC37-1	1049550	PsespNFACC371_FD	PsespNFACC371_FD.2599185323.tar.gz	YES
Salinispora pacifica DSM 45544	403401	SalpacDSM45544_FD	SalpacDSM45544_FD.2517287019.tar.gz	YES
Niabella drilacis DSM 25811	1055166	NiadriDSM25811_FD	NiadriDSM25811_FD.2619619035.tar.gz	YES
Microbispora rosea ATCC 12950	1095811	MicrosATCC12950_FD	MicrosATCC12950_FD.2681812892.tar.gz	YES
Tetrasphaera duodecadis DSM 12806	1068241	TetduoDSM12806_FD	TetduoDSM12806_FD.2630968219.tar.gz	YES
Lachnospira multipara ATCC 19207	1012728	LacmulATCC19207_FD	LacmulATCC19207_FD.2524614802.tar.gz	YES
Hydrogenobaculum sp. Y04AAS1	52082	hyd_y	NA	NO
Pseudoalteromonas sp. H105 PacBio methylation	1018461	Psespethylation_5_FD	Psespethylation_5_FD.3356657-2556921023.tar.gz	YES
Thermodesulfobium narugense Na82, DSM 14796	97984	ThenarDSM14796_FD	ThenarDSM14796_FD.2504756006.tar.gz	YES
Clostridium sp. KNHs205	1022982	ClospKNHs205_FD	ClospKNHs205_FD.3413514-2562617194.tar.gz	YES
Thioalkalivibrio sp. ALJ8	1000391	ThispALJ8_FD	ThispALJ8_FD.2517572221.tar.gz	YES
Lentzea albidocapillata DSM 44073	1048888	LenalbDSM44073_FD	LenalbDSM44073_FD.2595698253.tar.gz	YES
Aquimarina latercula DSM 2041	1010899	AqulatDSM2041_FD	AqulatDSM2041_FD.2523533620.tar.gz	YES
Fischerella sp. PCC 9431	404150	FisspPCC9431_FD	FisspPCC9431_FD.2512875027.tar.gz	YES
Alkaliphilus peptidifermentans DSM 18978	1048690	AlkpepDSM18978_FD	AlkpepDSM18978_FD.2599185223.tar.gz	YES
Candidatus Accumulibacter phosphatis Type IIA UW-1	201453	USEBPvifraction_FD	USEBPvifraction_FD.3300005625.tar.gz	YES
Pseudomonas umsongensis 20MFCvi1.1	1001105	Pseums20MFCvi11_FD	Pseums20MFCvi11_FD.2517572232.tar.gz	YES
Candidatus Frackibacter WG11	1066529	FucalkWG11_FD	FucalkWG11_FD.2642422556.tar.gz	YES
Bacillus aryabhattai B8W22	1052475	BacaryB8W22_FD	BacaryB8W22_FD.2623620453.tar.gz	YES
Franconibacter pulveris  DSM 19144	1011055	EntpulDSM19144_FD	EntpulDSM19144_FD.3415254-2556921006.tar.gz	YES
Pseudoxanthobacter soli DSM 19599	1036803	PsesolDSM19599_FD	PsesolDSM19599_FD.2585428043.tar.gz	YES
Moorella thermoacetica DSM 521	1052998	MootheDSMZ521_FD	MootheDSMZ521_FD.2596583675.tar.gz	YES
Thermithiobacillus tepidarius DSM 3134	1011974	ThetepDSM3134_FD	ThetepDSM3134_FD.2523533554.tar.gz	YES
Anaerocolumna jejuensis DSM 15929	1036719	ClojejDSM15929_FD	ClojejDSM15929_FD.2585428173.tar.gz	YES
Pseudomonas caeni DSM 24390	1013622	PsecaeDSM24390_FD	PsecaeDSM24390_FD.2524614874.tar.gz	YES
Legionella israelensis DSM 19235	1011103	LegisrDSM19235_FD	LegisrDSM19235_FD.2599185260.tar.gz	YES
Zobellia uliginosa DSM 2061	1097104	ZobuliDSM2061_FD	ZobuliDSM2061_FD.2681813510.tar.gz	YES
Peptococcus niger DSM 20475	1068532	PepnigDSM20475_FD	PepnigDSM20475_FD.2634166305.tar.gz	YES
Aquimonas voraii DSM 16957	1059042	AquvorDSM16957_FD	AquvorDSM16957_FD.2622736515.tar.gz	YES
Geodermatophilus obscurus G-20, DSM 43160	98005	geoob	NA	NO
Myxococcus virescens DSM 2260	1055202	MyxvirDSM2260_FD	MyxvirDSM2260_FD.2619619029.tar.gz	YES
Bifidobacterium longum AGR2137	1012689	BiflonAGR2137_FD	BiflonAGR2137_FD.2524614683.tar.gz	YES
Chlamydia trachomatis G/9768	16662	null	NA	NO
Desulfotomaculum australicum DSM 11792	1036572	DesausDSM11792_FD	DesausDSM11792_FD.2582580749.tar.gz	YES
Hyphomicrobium denitrificans 1NES1	401916	Hypden1NES1_FD	Hypden1NES1_FD.2506783045.tar.gz	YES
Flavobacterium psychrophilum DSM 3660	1010995	FlapsyDSM3660_FD	FlapsyDSM3660_FD.2622736523.tar.gz	YES
Mycobacterium rhodesiae NBB3	402878	MycrhoNBB3_FD	MycrhoNBB3_FD.2508501106.tar.gz	YES
Methylococcus capsulatus Texas, ATCC 19069	1008114	MetcapATCC19069_FD	MetcapATCC19069_FD.2524614767.tar.gz	YES
Flavobacterium caeni CGMCC 1.7031	1041397	FlacaeCGMCC17031_FD	FlacaeCGMCC17031_FD.2596583574.tar.gz	YES
Nitrosospira sp. 5 Nsp13	1098131	Nitsp5Nsp13_FD	Nitsp5Nsp13_FD.2671180075.tar.gz	YES
Desulfuromonas thiophila DSM 8987	1048741	DesthiDSM8987_FD	DesthiDSM8987_FD.2602042025.tar.gz	YES
Streptococcus didelphis DSM 15616	405845	StrDSM15616_FD	StrDSM15616_FD.2515154028.tar.gz	YES
Paenibacillus daejeonensis DSM 15491	1002968	PaedaeDSM15491_FD	PaedaeDSM15491_FD.2519103188.tar.gz	YES
Sinorhizobium medicae WSM244	404599	SinmedWSM244_FD	SinmedWSM244_FD.2513237160.tar.gz	YES
Riemerella columbipharyngis DSM 24015	1086223	RiecolDSM24015_FD	RiecolDSM24015_FD.2675903161.tar.gz	YES
Clostridium propionicum X2, DSM 1682	1036767	CloproDSM1682_FD	CloproDSM1682_FD.2582581271.tar.gz	YES
Tropicimonas sediminicola DSM 29339	1097066	TrosedDSM29339_FD	TrosedDSM29339_FD.2681813518.tar.gz	YES
Pseudomonas moorei BS3775	1066931	PsemooBS3775_FD	PsemooBS3775_FD.2639762638.tar.gz	YES
Paenibacillus phyllostachyicola BL9	1071330	PaephyBL9_FD	PaephyBL9_FD.2654588110.tar.gz	YES
Flavobacterium sp. CF108	1094123	FlaspCF108_FD	FlaspCF108_FD.2693429823.tar.gz	YES
Megasphaera elsdenii T81	1026017	MegelsT81_FD	MegelsT81_FD.3383231-2558309039.tar.gz	YES
