Genome	FullLength	PartialLength
2681812905	3	0
2681812906	1	0
2681812914	1	0
2681812915	3	0
2681812917	5	0
2681812919	1	0
2681812920	1	0
2681812921	1	0
2681812922	1	0
2681812929	3	0
2681812930	1	0
2681812931	1	0
2681812934	1	0
2681812935	1	0
2681812954	1	0
2681812955	1	0
2681812956	1	0
2681812957	1	0
2681812958	1	0
2681812959	1	0
2681812960	1	0
2681812961	1	0
2681812962	7	0
2681812963	3	0
2681812964	3	1
2681813503	1	0
2681813504	1	0
2681813505	1	0
2681813506	1	0
2681813507	1	0
2681813508	1	0
2681813509	1	0
2681813510	1	0
2681813511	1	0
2681813512	1	0
2681813513	1	0
2681813514	1	0
2681813515	1	0
2681813516	1	0
2681813517	1	0
2681813518	1	0
2681813519	1	0
2681813520	1	0
2681813521	1	0
2681813522	4	0
2681813547	2	0
2681813548	1	0
2681813549	1	0
2681813550	3	0
2681813551	1	0
2681813552	1	0
2681813553	1	0
2681813554	1	0
2681813555	2	0
2681813556	1	0
2681813557	1	0
2681813558	5	0
2681813559	1	0
2681813560	4	0
2681813561	1	0
2681813562	1	0
2681813563	1	0
2681813564	1	0
2681813565	6	0
2684622833	1	0
2684622843	1	0
2684622844	1	0
2684622845	1	0
2684622846	1	0
2684622847	3	0
2684622848	1	0
2684622849	1	0
2684622850	3	0
2684622851	1	0
2684622856	1	0
2684622890	1	0
2684622891	1	0
2684622901	1	0
2684622904	5	0
2684622906	1	0
2684622907	1	0
2684622908	2	0
2684622910	1	0
2684622995	1	0
2684622997	1	0
2684622998	1	0
2684622999	9	0
2684623000	1	0
2684623001	8	0
2684623002	8	0
2684623003	1	0
2684623004	1	0
2684623005	7	1
2684623006	1	0
2684623008	1	0
2684623012	1	0
2684623023	4	0
2684623024	6	0
2684623028	1	0
2684623030	7	0
2684623039	2	0
2684623041	7	0
2687453658	2	0
2687453675	7	0
2687453676	1	0
2687453677	1	0
2687453678	2	0
2687453679	1	0
2687453680	12	0
2687453681	1	0
2687453682	9	0
2687453683	9	0
2687453684	1	0
2687453685	1	0
2687453686	1	0
2687453687	1	0
2687453688	2	0
2687453689	1	0
2687453690	1	0
2687453691	1	0
2687453692	1	0
2687453695	1	0
2687453696	2	0
2687453697	7	0
2687453698	5	0
2687453721	2	0
2687453722	1	0
2687453723	1	0
2687453724	7	1
2687453730	1	0
2687453744	1	0
2687453745	1	0
2687453746	1	0
2687453747	1	0
2687453748	1	0
2687453749	1	0
2687453758	1	0
2687453759	1	0
2687453760	1	0
2687453772	1	0
2687453773	1	0
2687453774	1	0
2687453775	1	0
2687453776	2	0
2687453777	2	0
2687453778	1	0
2687453780	6	0
2687453781	7	0
2687453782	3	0
2687453784	1	0
2687453785	4	0
2687453786	1	0
2687453787	11	0
2687453789	4	0
2687453790	1	0
2687453791	1	0
2687453792	1	0
2687453793	8	0
2687453794	7	0
2687453795	1	0
2687453810	7	0
2687453811	1	0
2687453812	1	0
2687453813	3	0
2690315601	1	0
2690315611	6	0
2690315612	2	0
2690315615	2	0
2690315616	1	0
2690315617	1	0
2690315618	1	0
2690315619	1	0
2690315620	9	0
2690315621	6	0
2690315622	6	0
2690315623	1	0
2690315624	1	0
2690315625	2	0
2690315626	2	0
2690315627	3	0
2690315628	1	0
2690315629	13	0
2690315632	1	0
2690315633	1	0
2690315634	11	0
2690315635	1	0
2690315638	1	0
2690315639	1	0
2690315640	1	0
2690315646	2	0
2690315647	1	0
2690315650	1	0
2690315651	1	0
2690315652	1	0
2690315653	2	0
2690315654	1	0
2690315655	1	0
2690315656	5	1
2690315657	1	0
2690315658	1	0
2690315660	6	0
2690315661	1	0
2690315662	13	0
2690315676	8	0
2690315677	12	0
2690315678	1	0
2690315679	2	0
2690316366	1	0
2690316367	7	0
2690316368	6	0
2693429500	1	0
2693429786	1	0
2693429787	1	0
2693429788	1	0
2693429819	1	0
2693429820	2	0
2693429821	4	0
2693429822	7	0
2693429823	1	0
2693429824	5	0
2693429825	8	0
2693429827	5	1
2693429828	6	0
2693429854	3	0
2693429855	1	0
2693429856	1	0
2693429857	4	0
2693429858	1	0
2693429859	1	0
2693429860	1	0
2693429861	2	0
2693429862	1	0
2693429863	1	0
2693429864	1	0
2693429865	1	0
2693429866	1	0
2693429867	1	0
2693429868	1	0
2693429869	1	0
2693429870	4	0
2693429871	1	0
2693429872	1	0
2693429873	1	0
2693429874	1	0
2693429875	1	0
2693429876	1	0
2693429877	6	0
2693429878	1	0
2693429879	1	0
2693429880	1	0
2693429881	2	0
2693429882	1	0
2693429883	1	0
2693429884	1	0
2693429885	1	0
2693429886	1	0
2693429887	1	0
2693429888	1	0
2693429889	1	0
2693429890	6	0
2693429891	1	0
2693429892	2	0
2693429893	1	0
2693429894	1	0
2693429895	1	0
2693429896	1	0
2693429897	1	0
2693429898	1	0
2693429899	1	0
2693429900	1	0
2693429901	1	0
2693429902	1	0
2693429903	1	0
2693429904	1	0
2693429905	1	0
2693429906	1	0
2693429907	1	0
2693429908	1	0
2693429909	1	0
2693429910	1	0
2693429911	3	0
2693429912	3	0
2693429913	5	1
2693429914	1	0
2693429915	1	0
2693429916	1	0
2693430033	1	0
2693430034	1	0
2693430035	1	0
2693430036	1	0
2695420309	6	0
2695420918	7	0
2695420919	1	0
2695420920	1	0
2695420921	1	0
2695420922	1	0
2695420923	1	0
2695420924	1	0
2695420925	1	0
2695420926	1	0
2695420927	1	0
2695420928	1	0
2695420929	3	0
2695420930	1	0
2695420931	1	0
2695420932	4	0
2695420933	1	0
2695420934	1	0
2695420935	1	0
2695420936	1	0
2695420937	1	0
2695420938	1	0
2695420939	4	0
2695420940	6	3
2695420941	8	0
2695420942	1	0
2695420943	1	0
2695420944	1	0
2695420945	1	0
2695420946	1	0
2695420947	1	0
2695420948	1	0
2695420949	1	0
2695420950	1	0
2695420951	1	0
2695420952	1	0
2695420953	4	0
2695420955	1	0
2695420956	1	0
2695420957	1	0
2695420958	1	0
2695420959	1	0
2695420960	1	0
2695420961	1	0
2695420962	6	0
2695420963	4	0
2695420965	8	0
2695420966	2	0
2695420967	1	0
2695420968	1	0
2695420982	2	0
2695420983	1	0
2695420988	3	0
2695421013	1	0
2695421014	6	0
2695421015	1	0
2695421016	1	0
2695421017	1	0
2695421018	1	0
2695421038	5	0
2695421039	1	0
2695421040	6	0
2695421042	1	0
2695421043	1	0
2695421044	1	0
2695421045	9	0
2695421046	1	0
2695421047	1	0
2695421048	2	0
2698536694	1	0
2698536695	1	0
2698536696	2	0
2698536698	2	0
2698536699	1	0
2698536700	1	0
2698536701	1	0
2698536702	1	0
2698536703	1	0
2698536713	1	0
2698536714	1	0
2698536747	1	0
2698536748	3	0
2698536749	1	0
2698536752	1	0
2698536811	1	0
2698536812	8	0
2698536813	6	0
2698536814	4	0
2698536816	1	0
2698536817	6	0
2698536818	1	0
2698536819	1	0
2698536942	6	0
2698536943	3	0
2698537012	6	0
2698537050	1	0
2700988678	1	0
2700988679	5	0
2700988680	1	0
2700988682	1	0
2700988683	1	0
2700988684	4	0
2700988685	4	0
2700988686	1	0
2700988687	1	0
2700988688	1	0
2700988689	1	0
2700988690	3	0
2700988693	1	0
2700988694	1	0
2700988695	2	0
2700988696	1	0
2700988697	1	0
2700988698	2	0
2700988699	1	0
2700988700	1	0
2700988701	1	0
2700988702	1	0
2700988703	1	0
2700988704	2	0
2700988705	2	0
2700988706	1	0
2700988709	1	0
2700988710	1	0
2700988711	1	0
2700988712	3	0
2700988713	1	0
2700988714	2	0
2700988715	2	0
2700988728	1	0
2700988729	1	0
2700989661	2	0
2700989662	1	0
2700989663	1	0
2700989664	1	0
2700989665	1	0
2700989666	3	0
2703719061	1	0
2703719062	9	0
2703719065	2	0
2703719066	2	0
2703719067	1	0
2703719179	7	0
2703719188	7	0
2703719189	7	0
2703719190	2	0
2703719194	7	0
2703719195	7	0
2703719235	2	0
2703719236	3	0
2703719254	1	0
2703719264	1	0
2703719265	14	0
2703719298	1	0
2703719299	1	0
2703719300	1	0
2703719342	7	0
2706794887	2	0
2706794911	6	0
2706794914	4	0
2706794915	3	0
2706794916	3	0
2706794917	1	0
2706794918	1	0
2706794919	1	0
2706794920	1	0
2706794921	1	0
2706794922	1	0
2706794923	4	0
2706795025	1	0
2706795026	1	0
2706795027	1	0
2706795028	1	0
2706795029	1	0
2706795030	1	0
2706795031	1	0
2706795032	1	0
2708742383	1	0
2708742384	1	0
2708742385	1	0
2708742389	2	0
2708742390	1	0
2708742395	1	0
2708742397	1	0
2708742398	1	5
2708742399	3	0
2708742400	7	0
2708742401	1	0
2708742412	2	0
2708742413	1	0
2708742414	1	0
2708742415	2	0
2708742416	1	0
2708742417	1	0
2708742418	1	0
2708742419	9	0
2708742420	2	0
2708742461	1	0
2708742462	3	0
2708742463	1	0
2708742464	4	0
2708742465	1	0
2708742466	1	0
2708742467	1	0
2708742468	2	0
2708742469	1	0
2708742470	1	0
2708742471	1	0
2708742472	1	0
2708742473	1	0
2708742528	9	0
2708742529	3	0
2708742530	1	0
2708742531	3	0
2708742532	12	0
2708742533	1	0
2708742534	3	1
2708742535	5	2
2708742536	1	0
2708742537	2	0
2708742538	1	0
2708742539	1	0
2708742540	8	0
2708742541	1	0
2708743144	1	0
2708743145	1	0
2708743146	8	0
2708743147	1	0
2708743148	11	0
2708743149	1	0
2708743150	7	0
2708743151	3	0
2708743152	1	0
2708743153	1	0
2708743154	1	0
2708743155	1	0
2708743156	1	0
2708743157	6	0
2708743158	3	1
2708743159	1	0
2708743160	1	0
2708743161	1	0
2708743162	1	0
2710264748	1	0
2710264749	1	0
2710264754	3	1
2710264755	3	1
2710264756	2	0
2710264757	1	0
2710264774	6	0
2710264786	1	0
2710724120	1	0
2710724122	5	0
2710724123	1	0
2710724202	2	0
2710724203	1	0
2710724204	1	0
2710724208	1	0
2710724218	1	0
2710724219	1	0
2711768613	7	0
2711768617	7	0
2711768632	6	0
2711768633	7	0
2711768647	7	0
2711768653	4	0
2711768838	10	0
2713897328	5	0
2713897432	7	0
2713897449	13	0
2713897450	12	0
2713897451	13	0
2716884256	10	0
2716884857	12	0
2716884858	6	0
2716884867	1	0
2716884894	1	0
2716884911	4	0
2716884932	0	0
2716885052	4	0
2716885053	20	0
2718217636	5	0
2718217637	1	0
2718217638	1	0
2718217639	4	0
2718217650	2	0
2718217651	5	0
2718217652	1	0
2718217653	0	0
2718217654	1	0
2718217660	1	0
2718217661	1	0
2718217662	1	0
2718217663	1	0
2718217676	8	0
2718217677	1	0
2718217678	1	0
2718217679	1	0
2718217680	2	0
2718217681	1	0
2718217682	6	1
2718217687	1	0
2718217689	9	0
2718217690	1	0
2718217692	1	0
2718217693	11	0
2718217694	1	0
2718217695	1	0
2718217699	6	0
2718218506	1	0
2718218509	1	0
2718218510	1	0
2718218511	1	0
3300005352	0	161
3300005626	0	126
